,0
2014-04-05 00:00:00,19987.50078
2014-04-06 00:00:00,20005.89922
2014-04-07 00:00:00,20027.50078
2014-04-08 00:00:00,20052.29961
2014-04-09 00:00:00,20067.89922
2014-04-10 00:00:00,20084.60039
2014-04-11 00:00:00,20104.89323
2014-04-12 00:00:00,20124.00078
2014-04-13 00:00:00,20145.69611
2014-04-14 00:00:00,20164.7
2014-04-15 00:00:00,20180.7956
2014-04-16 00:00:00,20193.79961
2014-04-17 00:00:00,20211.69555
2014-04-18 00:00:00,20236.29795
2014-04-19 00:00:00,20253.7
2014-04-20 00:00:00,20272.00078
2014-04-21 00:00:00,20295.2
2014-04-22 00:00:00,20315.10039
2014-04-23 00:00:00,20329.29961
2014-04-24 00:00:00,20341.79961
2014-04-25 00:00:00,20359.10039
2014-04-26 00:00:00,20379.60039
2014-04-27 00:00:00,20397.89922
2014-04-28 00:00:00,20414.79961
2014-04-29 00:00:00,20429.49744
2014-04-30 00:00:00,20445.29961
2014-05-01 00:00:00,20461.50078
2014-05-02 00:00:00,20476.89766
2014-05-03 00:00:00,20484.2
2014-05-04 00:00:00,20495.89922
2014-05-05 00:00:00,20512.19766
2014-05-06 00:00:00,20532.19534
2014-05-07 00:00:00,20551.39922
2014-05-08 00:00:00,20565.7
2014-05-09 00:00:00,20582.7
2014-05-10 00:00:00,20594.59439
2014-05-11 00:00:00,20614.39378
2014-05-12 00:00:00,20629.2985
2014-05-13 00:00:00,20638.2
2014-05-14 00:00:00,20644.29961
2014-05-15 00:00:00,20649.60039
2014-05-16 00:00:00,20657.195
2014-05-17 00:00:00,20671.59572
2014-05-18 00:00:00,20687.89922
2014-05-19 00:00:00,20707.2
2014-05-20 00:00:00,20723.79961
2014-05-21 00:00:00,20736.60039
2014-05-22 00:00:00,20752.09338
2014-05-23 00:00:00,20764.60039
2014-05-24 00:00:00,20775.39922
2014-05-25 00:00:00,20784.7
2014-05-26 00:00:00,20793.59906
2014-05-27 00:00:00,20807.7
2014-05-28 00:00:00,20821.89922
2014-05-29 00:00:00,20832.50078
2014-05-30 00:00:00,20840.59639
2014-05-31 00:00:00,20848.9981
2014-06-01 00:00:00,20859.39922
2014-06-02 00:00:00,20871.10039
2014-06-03 00:00:00,20884.2
2014-06-04 00:00:00,20899.29784
2014-06-05 00:00:00,20916.39378
2014-06-06 00:00:00,20924.60039
2014-06-07 00:00:00,20932.50078
2014-06-08 00:00:00,20943.89922
2014-06-09 00:00:00,20951.29961
2014-06-10 00:00:00,20963.89922
2014-06-11 00:00:00,20972.50078
2014-06-12 00:00:00,20975.50078
2014-06-13 00:00:00,20975.50078
2014-06-14 00:00:00,20975.50078
2014-06-15 00:00:00,20975.50078
2014-06-16 00:00:00,20975.50078
2014-06-17 00:00:00,20993.69467
2014-06-18 00:00:00,21010.9961
2014-06-19 00:00:00,21025.29961
2014-06-20 00:00:00,21040.2
2014-06-21 00:00:00,21052.89922
2014-06-22 00:00:00,21065.00078
2014-06-23 00:00:00,21074.2
